סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
2002 ,תנובות ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,867 ,74 ,165 ,287 ,116 ,101 ,124
2003 ,תלמי אלעזר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,991 ,77 ,232 ,321 ,144 ,96 ,121
2006 ,כנות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,55 ,9 ,10 ,19 ,1 ,7 ,9
2008 ,שדה יצחק ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,630 ,55 ,126 ,228 ,90 ,58 ,73
2009 ,יובל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,652 ,47 ,138 ,226 ,83 ,56 ,102
2010 ,כפר בן נון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,832 ,73 ,215 ,248 ,125 ,58 ,113
2011 ,ינון ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1249 ,127 ,268 ,444 ,146 ,135 ,129
2012 ,אורות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,608 ,34 ,120 ,187 ,70 ,77 ,120
2013 ,בן שמן )מושב( ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,909 ,62 ,220 ,267 ,150 ,83 ,127
2014 ,גבעולים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,502 ,66 ,121 ,174 ,59 ,27 ,55
2015 ,שדי חמד ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1023 ,68 ,222 ,314 ,192 ,87 ,140
2016 ,רוויה ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,426 ,37 ,118 ,142 ,64 ,21 ,44
2018 ,גבעת חיים )איחוד( ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1477 ,108 ,325 ,412 ,214 ,91 ,327
2021 ,אשל הנשיא ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,148 ,14 ,28 ,52 ,22 ,17 ,15
2023 ,להב ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,804 ,55 ,206 ,263 ,105 ,47 ,128
2024 ,אום אל-קוטוף ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1219 ,135 ,288 ,515 ,114 ,87 ,80
2026 ,ירדנה ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,431 ,39 ,103 ,149 ,49 ,35 ,56
2029 ,מדרך עוז ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,863 ,52 ,221 ,270 ,135 ,70 ,115
2030 ,מנוחה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,673 ,75 ,141 ,257 ,66 ,65 ,69
2033 ,בית חלקיה ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,1012 ,167 ,362 ,337 ,54 ,35 ,57
2034 ,חצור הגלילית ,21 ,צפת ,21 ,צפת ,0 , ,11292 ,1274 ,2500 ,3985 ,1037 ,976 ,1520
2035 ,עדנים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,430 ,30 ,109 ,130 ,58 ,28 ,75
2038 ,ברקת ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,2104 ,319 ,569 ,775 ,145 ,143 ,153
2039 ,קרית יערים)מוסד( ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,50 ,5 ,17 ,14 ,3 ,4 ,7
2042 ,עין גדי ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,607 ,28 ,90 ,189 ,95 ,63 ,142
2043 ,בחן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1158 ,69 ,377 ,291 ,242 ,74 ,105
2044 ,מלילות ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,444 ,45 ,104 ,156 ,45 ,30 ,64
2045 ,נחלה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,757 ,77 ,192 ,263 ,77 ,70 ,78
2046 ,סגולה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,650 ,41 ,167 ,214 ,89 ,49 ,90
2047 ,ניר משה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,609 ,43 ,124 ,209 ,74 ,55 ,104
2048 ,ניר עקיבא ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,759 ,69 ,217 ,248 ,109 ,46 ,70
2049 ,שדה צבי ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,729 ,65 ,215 ,256 ,87 ,47 ,59
2050 ,תלמי ביל"ו ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,548 ,52 ,135 ,195 ,44 ,48 ,74
2051 ,רווחה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,611 ,72 ,124 ,200 ,69 ,59 ,87
2052 ,אביטל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,591 ,36 ,141 ,203 ,73 ,46 ,92
2053 ,פרזון ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,434 ,46 ,86 ,140 ,45 ,49 ,68
2054 ,מיטב ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,507 ,44 ,103 ,185 ,62 ,47 ,66
2055 ,מאור ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1529 ,128 ,420 ,510 ,227 ,120 ,124
2057 ,שדי תרומות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,551 ,60 ,96 ,188 ,76 ,67 ,64
2059 ,פעמי תש"ז ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,589 ,62 ,143 ,209 ,61 ,45 ,69
2060 ,ברוש ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,587 ,51 ,165 ,200 ,88 ,25 ,58
2061 ,תדהר ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,739 ,64 ,228 ,270 ,84 ,48 ,45
2062 ,תאשור ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,434 ,35 ,90 ,163 ,39 ,52 ,55
2063 ,דישון ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,379 ,29 ,52 ,139 ,33 ,56 ,70
2064 ,זרועה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,545 ,67 ,134 ,183 ,70 ,39 ,52
2100 ,טירת כרמל ,31 ,חיפה ,31 ,חיפה ,0 , ,31520 ,3173 ,5530 ,11409 ,3350 ,2769 ,5289
2200 ,דימונה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,41711 ,3567 ,7939 ,14949 ,4851 ,3908 ,6497
2300 ,קרית טבעון ,31 ,חיפה ,31 ,חיפה ,0 , ,19458 ,1153 ,3540 ,5885 ,2662 ,1926 ,4292
2400 ,אור יהודה ,52 ,רמת גן ,52 ,רמת גן ,0 , ,39649 ,3610 ,7479 ,14127 ,4435 ,3756 ,6242
2500 ,נשר ,31 ,חיפה ,31 ,חיפה ,0 , ,24973 ,1429 ,3629 ,8444 ,3167 ,2738 ,5566
2530 ,באר יעקב ,43 ,רמלה ,43 ,רמלה ,0 , ,31084 ,3799 ,8406 ,11247 ,3200 ,1669 ,2763
2550 ,גדרה ,44 ,רחובות ,44 ,רחובות ,0 , ,30264 ,2439 ,7812 ,10165 ,4440 ,2082 ,3326
2560 ,ערד ,62 ,באר שבע ,62 ,באר שבע ,0 , ,33149 ,3860 ,6555 ,10413 ,3487 ,2782 ,6052
2600 ,אילת ,62 ,באר שבע ,63 ,אילת ,0 , ,68980 ,4009 ,10646 ,26620 ,9879 ,7416 ,10410
2610 ,בית שמש ,11 ,ירושלים ,13 ,בית שמש ,0 , ,165952 ,29740 ,54154 ,58129 ,10287 ,5950 ,7692
2620 ,קרית אונו ,52 ,רמת גן ,52 ,רמת גן ,0 , ,44546 ,2974 ,9843 ,13288 ,6739 ,3611 ,8091
2630 ,קרית גת ,61 ,אשקלון ,61 ,אשקלון ,0 , ,71548 ,8667 ,15561 ,25355 ,6200 ,5655 ,10110
2640 ,ראש העין ,42 ,פתח תקווה ,349 ,ראש העין ,0 , ,75197 ,9009 ,16423 ,28185 ,7625 ,6437 ,7518
2650 ,רמת השרון ,51 ,תל אביב ,57 ,הרצליה ,0 , ,52737 ,3179 ,10709 ,14286 ,8079 ,4798 ,11686
2660 ,יבנה ,44 ,רחובות ,44 ,רחובות ,0 , ,58636 ,6475 ,13717 ,21056 ,5879 ,3949 ,7560
2710 ,אום אל-פחם ,32 ,חדרה ,23 ,עפולה ,0 , ,59461 ,5846 ,14990 ,24819 ,6505 ,4135 ,3166
2720 ,טירה ,41 ,השרון ,41 ,נתניה ,0 , ,28381 ,2390 ,6094 ,12036 ,3157 ,2370 ,2334
2730 ,טייבה ,41 ,השרון ,41 ,נתניה ,0 , ,46882 ,4209 ,11430 ,19214 ,5253 ,3642 ,3134
2742 ,זבארגה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,18 ,0 ,0 ,1 ,7 ,9 ,1
2800 ,קרית שמונה ,21 ,צפת ,21 ,צפת ,0 , ,24492 ,1628 ,4163 ,8825 ,2895 ,2661 ,4320
3000 ,ירושלים ,11 ,ירושלים ,11 ,ירושלים ,0 , ,1059657 ,122575 ,266140 ,380214 ,93577 ,71155 ,125996
3400 ,חברון ,77 ,חברון ,11 ,ירושלים ,0 , ,606 ,76 ,201 ,233 ,32 ,32 ,32
3488 ,כפר עציון ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1069 ,124 ,364 ,347 ,109 ,32 ,93
3555 ,נתיב הגדוד ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,232 ,22 ,54 ,84 ,17 ,10 ,45
3556 ,אלמוג ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,296 ,24 ,79 ,106 ,45 ,30 ,12
3557 ,קדומים ,73 ,טול כרם ,47 ,כפר סבא ,0 , ,4830 ,506 ,1575 ,1661 ,403 ,203 ,482
3558 ,תומר ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,385 ,55 ,77 ,147 ,14 ,27 ,65
3560 ,אלקנה ,73 ,טול כרם ,349 ,ראש העין ,0 , ,4474 ,544 ,1102 ,1582 ,388 ,243 ,615
3561 ,מגדל עוז ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,391 ,51 ,80 ,179 ,38 ,28 ,15
3563 ,תקוע ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,4707 ,596 ,1728 ,1637 ,318 ,157 ,271
3564 ,כוכב השחר ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2779 ,422 ,989 ,982 ,152 ,138 ,96
3565 ,רימונים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,772 ,82 ,177 ,297 ,84 ,62 ,70
3566 ,יפית ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,276 ,29 ,74 ,91 ,34 ,9 ,39
3567 ,סלעית ,73 ,טול כרם ,42 ,פתח תקוה ,72 ,שומרון ,1525 ,139 ,552 ,452 ,206 ,73 ,103
3568 ,ריחן ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,441 ,59 ,132 ,145 ,50 ,31 ,24
3569 ,מבוא דותן ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,720 ,151 ,228 ,243 ,36 ,16 ,46
3570 ,אריאל ,73 ,טול כרם ,48 ,אריאל ,0 , ,21051 ,1461 ,3834 ,7438 ,2531 ,2258 ,3529
3571 ,שבי שומרון ,72 ,שכם ,41 ,נתניה ,72 ,שומרון ,1164 ,190 ,375 ,390 ,70 ,37 ,102
3572 ,כפר תפוח ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,1534 ,287 ,511 ,578 ,64 ,23 ,71
3573 ,נוה צוף ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1415 ,182 ,405 ,515 ,107 ,76 ,130
3574 ,בית אל ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,6104 ,805 ,1717 ,2288 ,478 ,350 ,466
3575 ,בית חורון ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1517 ,166 ,475 ,525 ,160 ,73 ,118
3576 ,מצפה יריחו ,75 ,ירדן )יריחו( ,11 ,ירושלים ,73 ,מטה בנימין ,2731 ,413 ,891 ,1001 ,157 ,103 ,166
3578 ,שדמות מחולה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,796 ,93 ,260 ,304 ,50 ,41 ,48
3579 ,אלון מורה ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,1991 ,370 ,656 ,704 ,71 ,67 ,123
3598 ,ארגמן ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,164 ,14 ,28 ,55 ,13 ,17 ,37
3599 ,מחולה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,747 ,93 ,257 ,255 ,59 ,12 ,71
3601 ,קליה ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,515 ,53 ,106 ,194 ,53 ,50 ,59
3602 ,ראש צורים ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1086 ,125 ,419 ,367 ,110 ,23 ,42
3603 ,הר גילה ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1692 ,128 ,489 ,577 ,223 ,107 ,168
3604 ,אלון שבות ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,3459 ,339 ,821 ,1321 ,361 ,251 ,366
3605 ,משואה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,365 ,66 ,77 ,131 ,41 ,4 ,46
3606 ,גלגל ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,221 ,23 ,38 ,92 ,15 ,32 ,21
3607 ,ייט"ב ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,348 ,61 ,97 ,121 ,25 ,18 ,26
3608 ,מעלה אפרים ,75 ,ירדן )יריחו( ,23 ,עפולה ,0 , ,1806 ,210 ,424 ,615 ,149 ,161 ,247
3609 ,חמרה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,246 ,32 ,58 ,79 ,34 ,6 ,37
3610 ,מצפה שלם ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,237 ,23 ,36 ,95 ,26 ,38 ,19
3611 ,קרית ארבע ,77 ,חברון ,11 ,ירושלים ,0 , ,8269 ,955 ,2169 ,3054 ,660 ,476 ,955
3612 ,בקעות ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,226 ,17 ,59 ,68 ,39 ,7 ,36
3613 ,גיתית ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,552 ,50 ,249 ,173 ,36 ,14 ,30
3614 ,מכורה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,215 ,17 ,56 ,70 ,29 ,7 ,36
3615 ,פצאל ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,436 ,71 ,91 ,152 ,38 ,9 ,75
3616 ,מעלה אדומים ,76 ,בית לחם ,11 ,ירושלים ,0 , ,40564 ,3267 ,8678 ,14843 ,4698 ,3791 ,5287
3617 ,עופרה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,3281 ,296 ,941 ,1236 ,353 ,220 ,235
3618 ,אלעזר ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,2803 ,284 ,853 ,1002 ,360 ,146 ,158
3619 ,רועי ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,176 ,11 ,32 ,60 ,21 ,13 ,39
3620 ,נערן ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,119 ,21 ,27 ,53 ,9 ,5 ,4
3638 ,כפר אדומים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,5005 ,542 ,1598 ,1809 ,543 ,279 ,234
3639 ,ורד יריחו ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,427 ,25 ,129 ,150 ,64 ,20 ,39
3640 ,קרני שומרון ,73 ,טול כרם ,48 ,אריאל ,0 , ,10681 ,1295 ,2843 ,3935 ,776 ,729 ,1103
3641 ,שילה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,5461 ,1001 ,2119 ,1804 ,247 ,112 ,178
3643 ,חיננית ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,1820 ,223 ,649 ,651 ,147 ,98 ,52
3644 ,גבעון החדשה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1248 ,105 ,171 ,489 ,136 ,163 ,184
3645 ,בית הערבה ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,506 ,97 ,163 ,199 ,40 ,3 ,4
3646 ,חמדת ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,354 ,49 ,136 ,129 ,34 ,6 ,0
3647 ,יקיר ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2802 ,376 ,1024 ,985 ,209 ,84 ,124
3648 ,מתתיהו ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,951 ,102 ,305 ,343 ,80 ,42 ,79
3649 ,שקד ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,1147 ,124 ,346 ,407 ,126 ,55 ,89
3650 ,אפרת ,76 ,בית לחם ,11 ,ירושלים ,0 , ,13511 ,1437 ,4026 ,4899 ,1029 ,875 ,1245
3651 ,מעלה מכמש ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2060 ,268 ,681 ,748 ,189 ,95 ,79
3652 ,בית אריה ,74 ,ראמאללה ,349 ,ראש העין ,0 , ,5790 ,423 ,1437 ,2053 ,867 ,515 ,495
3653 ,מעלה עמוס ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1124 ,288 ,352 ,405 ,29 ,28 ,22
3654 ,ברקן ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2219 ,174 ,530 ,749 ,370 ,175 ,221
3655 ,ניל"י ,74 ,ראמאללה ,43 ,רמלה ,73 ,מטה בנימין ,2153 ,166 ,634 ,746 ,312 ,174 ,121
3656 ,כרמל ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,569 ,93 ,182 ,205 ,27 ,33 ,29
3657 ,מעון ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,660 ,108 ,241 ,246 ,20 ,39 ,6
3658 ,עטרת ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,714 ,95 ,287 ,241 ,41 ,33 ,17
3659 ,פסגות ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2317 ,416 ,757 ,823 ,142 ,77 ,102
3660 ,עמנואל ,73 ,טול כרם ,349 ,ראש העין ,0 , ,5315 ,1028 ,1625 ,1878 ,286 ,223 ,275
3709 ,מבוא חורון ,74 ,ראמאללה ,43 ,רמלה ,73 ,מטה בנימין ,2655 ,298 ,1087 ,858 ,262 ,56 ,94
3710 ,ברכה ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,3117 ,555 ,1220 ,1051 ,148 ,68 ,75
3712 ,ענב ,73 ,טול כרם ,41 ,נתניה ,72 ,שומרון ,1169 ,195 ,403 ,395 ,52 ,43 ,81
3713 ,נעמ"ה ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,289 ,51 ,55 ,125 ,8 ,21 ,29
3715 ,עלמון ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1582 ,139 ,408 ,596 ,185 ,130 ,124
3717 ,חרמש ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,294 ,21 ,56 ,96 ,35 ,39 ,47
3719 ,תלם ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,561 ,95 ,223 ,187 ,31 ,17 ,8
3722 ,אשכולות ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,629 ,44 ,190 ,241 ,83 ,45 ,26
3723 ,פני חבר ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,614 ,111 ,234 ,189 ,45 ,21 ,14
3724 ,נגוהות ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,554 ,107 ,215 ,192 ,37 ,3 ,0
3725 ,נווה דניאל ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,2702 ,240 ,820 ,1009 ,268 ,194 ,171
3726 ,נוקדים ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,2987 ,510 ,953 ,1083 ,222 ,93 ,126
3727 ,עלי זהב ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,5140 ,1069 ,1963 ,1794 ,192 ,63 ,59
3730 ,גבעת זאב ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,22953 ,3412 ,6636 ,8179 ,1555 ,1252 ,1919
3743 ,טנא ,77 ,חברון ,62 ,באר שבע ,78 ,הר חברון ,1122 ,173 ,398 ,387 ,81 ,42 ,41
3744 ,ברוכין ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2477 ,538 ,976 ,847 ,100 ,2 ,14
3745 ,מצדות יהודה ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,708 ,123 ,219 ,256 ,28 ,45 ,37
3746 ,קרית נטפים ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,963 ,144 ,347 ,345 ,77 ,20 ,30
3747 ,דולב ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1666 ,226 ,539 ,617 ,112 ,103 ,69
3748 ,עתניאל ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,929 ,120 ,301 ,367 ,64 ,45 ,32
3749 ,יצהר ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,2198 ,506 ,839 ,714 ,91 ,31 ,17
3750 ,אלפי מנשה ,73 ,טול כרם ,349 ,ראש העין ,0 , ,8659 ,512 ,2095 ,2837 ,1431 ,748 ,1036
3751 ,מגדלים ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,612 ,153 ,156 ,232 ,29 ,24 ,18
3752 ,מעלה לבונה ,74 ,ראמאללה ,48 ,אריאל ,73 ,מטה בנימין ,861 ,158 ,244 ,317 ,56 ,42 ,44
3754 ,אספר ,77 ,חברון ,11 ,ירושלים ,76 ,גוש עציון ,1233 ,287 ,455 ,420 ,29 ,20 ,22
3756 ,סוסיה ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,1582 ,261 ,531 ,589 ,70 ,85 ,46
3759 ,אדורה ,77 ,חברון ,13 ,בית שמש ,78 ,הר חברון ,551 ,72 ,209 ,198 ,26 ,26 ,20
3760 ,אורנית ,73 ,טול כרם ,349 ,ראש העין ,0 , ,10114 ,694 ,2612 ,3325 ,1519 ,884 ,1080
3762 ,איתמר ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,1515 ,254 ,575 ,511 ,76 ,58 ,41
3763 ,גבע בנימין ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,6123 ,666 ,1856 ,2262 ,639 ,372 ,328
3764 ,חגי ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,786 ,133 ,270 ,296 ,38 ,39 ,10
3765 ,עלי ,72 ,שכם ,48 ,אריאל ,73 ,מטה בנימין ,4564 ,778 ,1418 ,1710 ,313 ,165 ,180
3766 ,כרמי צור ,77 ,חברון ,11 ,ירושלים ,76 ,גוש עציון ,1120 ,139 ,411 ,408 ,94 ,49 ,19
3767 ,נחליאל ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,795 ,133 ,317 ,261 ,27 ,32 ,25
3768 ,פדואל ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2271 ,296 ,801 ,832 ,189 ,100 ,53
3769 ,הר אדר ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,4434 ,203 ,1033 ,1406 ,751 ,435 ,606
3770 ,חשמונאים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,3077 ,258 ,567 ,1217 ,261 ,358 ,416
3777 ,סנסנה ,77 ,חברון ,62 ,באר שבע ,78 ,הר חברון ,821 ,135 ,310 ,285 ,89 ,2 ,0
3779 ,כוכב יעקב ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,10488 ,1943 ,3473 ,3899 ,592 ,296 ,285
3780 ,ביתר עילית ,76 ,בית לחם ,11 ,ירושלים ,0 , ,68001 ,12556 ,25867 ,23124 ,3974 ,1405 ,1075
3781 ,קדר ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1607 ,146 ,393 ,632 ,233 ,129 ,74
3782 ,רותם ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,291 ,41 ,124 ,91 ,32 ,3 ,0
3784 ,שמעה ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,1037 ,221 ,318 ,374 ,54 ,43 ,27
3785 ,משכיות ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,340 ,72 ,158 ,103 ,6 ,1 ,0
3786 ,אבנת ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,253 ,49 ,105 ,91 ,8 ,0 ,0
3787 ,נעלה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2791 ,219 ,887 ,953 ,446 ,133 ,153
3788 ,טלמון ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,5879 ,867 ,2355 ,1985 ,488 ,144 ,40
3790 ,נופים ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,1265 ,185 ,420 ,435 ,84 ,67 ,74
3791 ,צופים ,73 ,טול כרם ,42 ,פתח תקוה ,72 ,שומרון ,2668 ,316 ,770 ,998 ,267 ,173 ,144
3793 ,אבני חפץ ,73 ,טול כרם ,41 ,נתניה ,72 ,שומרון ,2486 ,390 ,696 ,986 ,222 ,134 ,58
3794 ,בת עין ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1897 ,300 ,615 ,685 ,125 ,85 ,87
3795 ,רבבה ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,3219 ,453 ,1287 ,1116 ,257 ,82 ,24
3796 ,כפר האורנים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2431 ,62 ,601 ,859 ,517 ,311 ,81
3797 ,מודיעין עילית ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,86462 ,16514 ,36163 ,27241 ,4390 ,1083 ,1071
3822 ,רחלים ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,1120 ,234 ,453 ,387 ,38 ,3 ,5
3823 ,גני מודיעין ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,3552 ,393 ,1087 ,1390 ,284 ,191 ,207
3824 ,עמיחי ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,298 ,43 ,147 ,86 ,22 ,0 ,0
